origin_topic_q5,origin_topic_q4,origin_topic_q1,origin_topic_q3,origin_topic_q2,intruder_task_index_q5,word2_q4,word1_q4,word2_q2,word1_q2,word1_q1,word2_q1,intruder_topic_q2,intruder_topic_q3,intruder_topic_q1,word3_q3,intruder_topic_q4,intruder_topic_q5,word0_q4,word4_q3,word0_q5,word3_q5,word4_q5,intruder_source_index_q2,intruder_source_index_q3,intruder_source_index_q1,intruder_source_index_q4,intruder_source_index_q5,word5_q3,word5_q2,word5_q1,word0_q1,word0_q2,word0_q3,word2_q5,word5_q5,intruder_task_index_q4,word1_q3,word5_q4,intruder_task_index_q1,intruder_task_index_q2,intruder_task_index_q3,intruder_token_q4,intruder_token_q5,intruder_token_q1,intruder_token_q2,intruder_token_q3,word2_q3,word1_q5,word3_q1,word4_q1,word4_q2,word3_q2,word4_q4,word3_q4
2,10,13,29,15,2,island,flooding,agencies,supreme,palin,voter,21,27,7,santa,5,14,hurricane,allegations,laden,zimmerman,martin,0,3,9,12,12,abuse,commission,drilling,sarah,authority,jackson,japanese,bin,4,sandusky,flood,5,4,3,erin,japanese,drilling,immigration,santa,sexual,jury,voting,liberal,immigration,testimony,erin,tornado
21,26,29,8,16,4,mississippi,fed,shopping,obamacare,allegations,sexual,24,28,14,bowl,10,23,earnings,nfl,terrorist,border,aspirin,0,19,11,19,8,olympic,thanksgiving,abuse,sandusky,christmas,tiger,qaeda,fbi,2,olympics,stocks,3,1,2,mississippi,aspirin,soldiers,obamacare,harry,harry,immigration,soldiers,jackson,holiday,flu,investors,trading
3,16,25,14,26,3,las,holiday,trading,thanksgiving,gingrich,rick,16,15,16,nuclear,3,4,thanksgiving,libya,gonna,charlie,que,3,6,14,4,12,panel,fed,santa,newt,investors,taliban,kitchen,color,2,pakistan,flu,5,1,5,las,charlie,santa,thanksgiving,panel,korea,las,iowa,santorum,stocks,earnings,christmas,shopping
17,14,1,11,12,4,pakistan,assault,russia,regime,cloudy,beltway,26,18,24,jon,20,16,nuclear,chair,league,giants,inches,6,0,2,5,12,tempore,syria,metro,baltimore,israel,amendment,score,baseball,1,gentleman,korea,4,4,3,assault,inches,irs,dow,jon,yield,nbc,avenue,irs,dow,egypt,libya,taliban
3,24,29,28,20,0,obamacare,healthcare,pope,mental,jackson,abuse,2,21,23,ceiling,17,1,irs,compromise,southbound,que,color,17,16,19,14,18,agents,background,sexual,allegations,veterans,boehner,kitchen,las,3,ryan,lou,4,4,5,tied,southbound,motion,witness,agents,fiscal,gonna,sandusky,motion,witness,guns,neil,tied
23,7,16,17,0,5,spill,gulf,ship,passengers,thanksgiving,flu,19,18,14,baseball,13,14,advair,giants,bleeding,arthritis,celebrex,3,12,1,11,4,score,abc,christmas,libya,earthquake,league,chantix,taliban,3,murdoch,copd,0,4,1,conservatives,taliban,libya,tte,murdoch,nbc,cialis,holiday,shopping,tte,haiti,cbs,conservatives
11,2,20,16,26,1,martin,jury,trading,investors,background,mental,20,22,1,jesus,19,16,bin,shopping,tempore,amendment,gentleman,8,9,7,4,2,christmas,earnings,guns,veterans,fed,holiday,yield,chair,3,flu,laden,3,3,3,thi,flu,skies,giffords,jesus,thanksgiving,flu,skies,pope,stocks,giffords,zimmerman,thi
16,4,11,25,4,1,tavis,character,lincoln,character,yield,amendment,16,12,22,gingrich,12,18,kennedy,rick,holiday,thanksgiving,christmas,1,12,19,3,4,newt,film,chair,tempore,holiday,iowa,flu,shopping,3,ukraine,lincoln,3,0,1,russia,jenna,married,holiday,ukraine,santorum,jenna,married,gentleman,kennedy,tavis,film,russia
17,15,15,26,14,5,agencies,accepts,pakistan,taliban,agencies,supreme,9,7,28,stocks,18,19,authority,trading,league,giants,baseball,4,15,14,17,13,function,nuclear,testimony,commission,wedding,earnings,nbc,tre,1,fed,testimony,3,0,5,accepts,tre,proposal,wedding,function,investors,score,proposal,authority,korea,libya,supreme,commission
1,0,5,19,21,4,abc,passengers,player,qaeda,yemen,enbrel,8,17,21,tha,26,8,earthquake,tte,baltimore,cloudy,nfl,10,7,14,12,4,melissa,terrorist,anderson,cymbalta,fbi,thi,metro,avenue,4,yards,ship,1,2,1,gold,nfl,yemen,player,yards,thh,beltway,wolf,cnn,immigration,border,gold,haiti
4,10,1,12,29,3,hurricane,proposal,sandusky,abuse,cloudy,metro,27,8,16,syria,28,26,flood,egypt,tavis,trading,film,1,4,9,14,3,israel,jackson,gift,beltway,allegations,nfl,kennedy,lincoln,1,russia,tornado,5,4,0,proposal,trading,gift,jose,nfl,regime,character,baltimore,avenue,jose,sexual,flooding,island
21,2,0,14,18,1,bin,jury,jon,jenna,abc,earthquake,8,24,28,neil,16,2,toys,taliban,terrorist,border,qaeda,4,1,16,19,11,pakistan,nfl,increases,haiti,martha,nuclear,fbi,immigration,0,korea,martin,5,5,3,toys,guilty,increases,nfl,neil,libya,guilty,ship,passengers,aarp,supplement,zimmerman,laden
18,6,19,16,4,0,climate,teachers,lincoln,kennedy,tte,syria,2,24,12,shopping,14,15,korean,thanksgiving,mortgage,supplement,aarp,1,3,0,14,17,flu,zimmerman,tha,melissa,tavis,healthcare,jenna,martha,0,holiday,caller,2,5,0,korean,mortgage,syria,zimmerman,healthcare,christmas,jon,thi,thh,character,film,chinese,guest
2,28,1,17,8,1,ceiling,fiscal,bowl,olympics,baltimore,avenue,2,7,8,cholesterol,13,27,supreme,league,jury,bin,zimmerman,18,16,2,12,17,nbc,prosecutor,beltway,olympic,tiger,score,laden,martin,0,giants,compromise,0,5,3,supreme,livermore,olympic,prosecutor,cholesterol,baseball,livermore,cloudy,metro,nfl,olympic,ryan,boehner
29,2,18,20,24,2,martin,bin,obamacare,lou,martha,korea,4,26,14,pope,17,4,laden,guns,allegations,sandusky,abuse,17,18,3,5,16,goldman,actor,jon,supplement,irs,mental,rose,sexual,4,veterans,jury,2,5,5,inning,rose,korea,actor,goldman,background,jackson,aarp,jenna,neil,healthcare,inning,zimmerman
11,27,28,25,24,4,santa,ktvu,healthcare,obamacare,compromise,boehner,11,19,9,aad,1,9,jose,rick,amendment,tempore,sweet,19,16,11,14,7,gingrich,lou,fiscal,chocolate,neil,newt,chair,yield,5,santorum,fios,0,3,3,fios,sweet,chocolate,unanimous,aad,iowa,gentleman,ceiling,ryan,irs,unanimous,fog,oakland
16,2,26,25,24,3,jury,laden,healthcare,lou,earnings,trading,28,27,8,gingrich,16,29,freezing,newt,flu,allegedly,holiday,19,7,9,10,17,santorum,irs,investors,fed,neil,iowa,thanksgiving,christmas,0,rick,martin,4,4,2,freezing,allegedly,athletes,harry,cooler,cooler,shopping,stocks,athletes,harry,obamacare,bin,zimmerman
8,21,21,10,10,0,fbi,immigration,flooding,hurricane,fbi,terrorist,27,19,26,flooding,3,26,terrorist,hurricane,stocks,tiger,olympic,10,3,15,17,0,island,sunny,european,immigration,island,flood,bowl,nfl,3,tte,border,5,5,1,dirt,stocks,european,sunny,tte,tornado,olympics,qaeda,border,tornado,flood,qaeda,dirt
12,27,22,6,22,0,jose,bathroom,tte,supreme,marriage,shares,19,9,26,teachers,3,29,santa,chinese,guilty,regime,egypt,3,14,8,11,6,matt,religious,religious,gay,marriage,guest,russia,israel,1,climate,oakland,2,2,5,bathroom,guilty,shares,tte,matt,caller,syria,supreme,religion,gay,religion,ktvu,fog
8,28,5,1,21,1,boehner,ceiling,qaeda,fbi,charlie,anderson,1,13,4,cloudy,8,1,compromise,metro,olympics,tiger,olympic,2,18,12,9,5,facts,immigration,wolf,cymbalta,border,avenue,bowl,nfl,4,baltimore,ryan,1,3,5,athletes,storms,charlie,metro,facts,beltway,storms,cnn,enbrel,terrorist,metro,athletes,fiscal
12,7,18,29,3,1,cbs,advair,color,que,jon,supplement,13,16,2,stores,9,22,gulf,allegations,egypt,russia,syria,1,7,6,6,9,abuse,kitchen,brain,aarp,palin,sandusky,regime,israel,4,sexual,spill,5,0,3,honey,jesus,brain,palin,stores,jackson,jesus,martha,jenna,gonna,las,honey,copd
10,15,6,13,28,3,authority,testimony,ceiling,ryan,rick,chinese,29,10,25,voting,16,9,agencies,katrina,hurricane,calories,flood,2,18,1,9,2,palin,boehner,climate,caller,compromise,liberal,flooding,tornado,4,sarah,commission,1,4,4,gift,calories,rick,abuse,katrina,voter,island,guest,teachers,abuse,fiscal,gift,supreme
21,5,23,1,0,1,enbrel,housing,passengers,abc,asthma,arthritis,7,0,7,cloudy,26,11,cymbalta,baltimore,qaeda,fbi,immigration,1,4,17,11,16,beltway,cbs,cialis,celebrex,haiti,metro,border,terrorist,1,earthquake,wolf,1,5,1,housing,urge,asthma,cbs,earthquake,avenue,urge,chantix,bleeding,ship,earthquake,anderson,cnn
18,5,4,14,8,1,anderson,enbrel,nominee,olympic,kennedy,animal,25,12,17,nuclear,11,26,wolf,libya,jon,jenna,supplement,11,7,19,15,9,korea,bowl,tavis,character,tiger,assad,aarp,martha,3,pakistan,cnn,2,2,0,clerk,ceo,animal,nominee,assad,taliban,ceo,film,lincoln,nfl,olympics,cymbalta,clerk
22,14,20,17,21,3,pakistan,libya,breathing,qaeda,veterans,background,23,5,7,auto,6,29,nuclear,baseball,gay,jackson,religious,12,16,16,7,0,giants,fbi,cholesterol,pope,terrorist,league,religion,supreme,3,score,taliban,5,2,3,century,jackson,cholesterol,breathing,auto,nbc,marriage,guns,mental,border,immigration,korea,century
19,27,28,7,20,0,oakland,fog,background,stroke,fiscal,ceiling,23,5,8,copd,28,22,santa,spill,religious,thi,thh,15,0,6,6,2,advair,veterans,ryan,compromise,pope,cbs,tha,tte,4,gulf,jose,4,1,2,revenue,religious,golf,stroke,cnn,cnn,melissa,boehner,golf,mental,guns,revenue,ktvu
3,16,11,5,13,2,thanksgiving,flu,voter,palin,gentleman,amendment,20,25,27,cnn,17,2,holiday,nominee,que,kitchen,gonna,19,11,7,3,4,cymbalta,liberal,cooler,chair,mandela,enbrel,laden,las,3,wolf,christmas,5,0,4,giants,laden,cooler,mandela,nominee,anderson,color,tempore,yield,voting,sarah,shopping,giants
18,27,7,10,27,2,jose,ktvu,santa,ktvu,copd,nbc,6,24,9,wage,22,11,muslims,tornado,supplement,jon,jenna,14,7,1,18,14,flood,values,cbs,spill,oakland,hurricane,bipartisan,martha,0,island,fog,2,5,3,muslims,bipartisan,nbc,values,wage,flooding,aarp,advair,gulf,fog,jose,oakland,santa
15,9,14,6,21,0,fiber,nuclear,border,innovation,libya,nuclear,6,17,27,caller,14,18,wedding,guest,martha,supreme,agencies,13,3,17,0,1,giants,qaeda,livermore,pakistan,terrorist,chinese,commission,authority,1,teachers,delicious,5,1,5,nuclear,martha,livermore,innovation,giants,climate,testimony,korea,taliban,immigration,fbi,calories,nbc
28,23,19,7,29,3,chantix,bleeding,sexual,jackson,tha,thi,9,24,3,advair,11,21,representatives,healthcare,compromise,cia,ryan,11,3,17,17,11,cbs,sandusky,thh,dirt,chocolate,copd,boehner,fiscal,0,gulf,celebrex,0,0,4,representatives,cia,dirt,chocolate,healthcare,spill,ceiling,tte,melissa,abuse,allegations,arthritis,cialis
19,20,14,27,14,5,pope,megyn,korea,libya,basketball,nuclear,24,9,8,ktvu,21,1,veterans,sugar,thh,melissa,tha,10,10,12,5,11,jose,taliban,pakistan,korea,pakistan,fog,thi,thunderstorms,1,oakland,mental,1,3,4,megyn,thunderstorms,basketball,minimum,sugar,santa,tte,taliban,libya,nuclear,minimum,guns,background
15,20,14,3,7,3,veterans,exchanges,cbs,copd,taliban,pakistan,9,10,27,que,24,8,pope,color,commission,olympics,authority,17,19,9,19,3,mississippi,gulf,libya,nuclear,spill,kitchen,supreme,agencies,1,las,mental,4,4,5,exchanges,olympics,rosa,fruit,mississippi,gonna,testimony,korea,rosa,fruit,advair,background,guns
27,11,16,29,8,0,amendment,yield,bowl,olympics,thanksgiving,auto,22,20,5,sexual,18,7,accepts,abuse,cbs,ktvu,jose,8,5,16,17,1,jackson,pbs,christmas,flu,olympic,assault,oakland,santa,0,sandusky,tempore,2,5,0,accepts,cbs,auto,pbs,assault,allegations,fog,shopping,holiday,nfl,tiger,gentleman,chair
26,29,21,18,13,3,sexual,sandusky,sarah,liberal,infections,terrorist,24,14,5,libyan,6,29,jackson,martha,stocks,jackson,investors,10,13,5,4,0,jon,voting,immigration,fbi,voter,jenna,earnings,fed,3,supplement,allegations,1,4,3,chinese,jackson,infections,minimum,libyan,aarp,trading,qaeda,border,minimum,palin,abuse,chinese
21,29,18,13,27,0,abuse,allegations,ktvu,jose,martha,aarp,17,20,25,palin,26,3,sandusky,voter,paint,terrorist,immigration,0,18,3,9,15,liberal,baseball,jenna,supplement,fog,connecticut,fbi,qaeda,3,sarah,sexual,3,5,0,ceo,paint,iowa,baseball,connecticut,voting,border,iowa,jon,oakland,santa,jackson,ceo
24,26,24,22,24,3,stocks,famous,jerry,obamacare,obamacare,irs,29,15,11,religion,4,12,investors,gay,obamacare,chemical,healthcare,16,2,7,9,10,religious,lou,lou,neil,neil,marriage,neil,lou,1,commission,fed,4,2,1,famous,chemical,presiding,jerry,commission,supreme,irs,healthcare,presiding,irs,healthcare,trading,earnings
20,16,24,18,25,0,gadhafi,holiday,jury,santorum,lou,neil,2,10,4,jenna,14,8,flu,jon,championship,guns,veterans,0,14,2,7,19,aarp,gingrich,irs,obamacare,newt,martha,background,pope,2,warnings,shopping,4,2,1,gadhafi,championship,film,jury,warnings,supplement,mental,healthcare,film,iowa,rick,christmas,thanksgiving
0,19,20,6,28,4,tte,tha,fiscal,boehner,pope,background,3,20,4,caller,15,29,melissa,chinese,abc,haiti,penn,18,17,13,1,12,guest,ceiling,veterans,century,wood,climate,ship,earthquake,3,theater,thh,0,0,1,authority,penn,century,wood,theater,teachers,passengers,guns,mental,compromise,ryan,thi,authority
1,13,20,25,0,3,kitchen,voting,ship,haiti,guns,ceo,22,28,26,santorum,3,23,palin,increases,metro,prescription,beltway,11,16,9,2,13,iowa,passengers,veterans,pope,snowden,gingrich,cloudy,baltimore,2,newt,sarah,2,0,4,kitchen,prescription,ceo,snowden,increases,rick,avenue,mental,background,earthquake,abc,voter,liberal
28,2,3,7,3,3,zimmerman,cia,character,las,hat,color,4,4,19,cbs,21,4,laden,copd,ryan,lincoln,compromise,4,18,9,11,3,spill,gonna,las,kitchen,color,gulf,boehner,fiscal,1,advair,martin,1,2,2,cia,lincoln,hat,character,funny,funny,ceiling,que,gonna,que,kitchen,bin,jury
18,10,27,23,14,0,hurricane,terror,tree,libya,fog,santa,16,8,11,cialis,21,11,flooding,chantix,gentleman,jon,martha,11,8,19,6,0,celebrex,korea,jose,unanimous,nuclear,arthritis,jenna,aarp,1,gold,flood,0,2,1,terror,gentleman,unanimous,tree,gold,bleeding,supplement,ktvu,oakland,pakistan,taliban,island,tornado
22,8,14,11,19,1,wild,bowl,thh,background,korea,libya,20,12,5,gentleman,17,0,olympics,yield,religious,gay,religion,4,13,2,15,0,chair,tha,nuclear,taliban,thi,amendment,supreme,marriage,2,israeli,olympic,3,1,1,wild,abc,cymbalta,background,israeli,tempore,abc,cymbalta,pakistan,tte,melissa,nfl,tiger
3,16,5,22,11,1,shopping,flu,gentleman,chair,anderson,constitution,0,27,22,religious,26,4,google,supreme,las,que,gonna,16,5,15,13,11,gay,amendment,enbrel,cnn,occur,religion,kitchen,color,0,marriage,holiday,2,0,2,google,culture,constitution,occur,abc,abc,culture,wolf,cymbalta,tempore,yield,christmas,thanksgiving
1,15,17,7,11,3,commission,agencies,chair,amendment,league,nbc,3,27,23,advair,18,2,shuttle,spill,avenue,courtroom,baltimore,11,9,16,9,14,copd,bathroom,score,headache,yield,gulf,beltway,metro,0,cbs,authority,0,5,2,shuttle,courtroom,headache,bathroom,rosa,rosa,cloudy,baseball,giants,gentleman,tempore,testimony,supreme
3,14,25,8,9,3,libya,korea,delicious,fiber,iowa,santorum,1,29,21,bowl,1,14,beltway,nfl,las,korean,kitchen,6,6,15,1,14,guilty,temperature,newt,rick,wedding,olympics,gonna,que,0,olympic,pakistan,4,5,5,beltway,korean,homeland,temperature,guilty,tiger,color,gingrich,homeland,nbc,calories,nuclear,taliban
25,21,27,5,5,1,border,fbi,nbc,enbrel,jose,ktvu,17,15,4,authority,10,21,immigration,anderson,rick,iowa,gingrich,1,1,0,4,11,cnn,wolf,fog,tavis,cnn,cymbalta,newt,santorum,3,wolf,qaeda,0,2,3,island,cia,tavis,nbc,authority,enbrel,cia,oakland,santa,anderson,cymbalta,terrorist,island
26,28,3,3,17,1,ceiling,inches,spill,league,las,bin,7,2,14,que,16,29,fiscal,gonna,trading,earnings,investors,3,19,17,12,2,las,score,color,que,giants,color,fed,stocks,1,prosecutors,boehner,2,2,1,inches,abuse,bin,spill,prosecutors,kitchen,abuse,gonna,kitchen,baseball,nbc,ryan,compromise
25,20,17,8,8,4,veterans,guns,bowl,olympics,giants,league,3,23,5,bowl,21,2,mental,olympic,santorum,rick,courtroom,7,17,4,1,14,humira,tiger,baseball,score,nfl,olympics,newt,iowa,5,tiger,border,3,3,5,border,courtroom,enbrel,chair,humira,nfl,gingrich,enbrel,nbc,olympic,chair,background,pope
26,23,2,8,10,2,bleeding,arthritis,flooding,flood,laden,religious,28,5,22,bowl,25,25,cialis,olympics,fed,investors,trading,4,6,2,15,11,nfl,island,zimmerman,martin,compromise,olympic,nominee,stocks,5,tiger,ads,2,0,2,ads,nominee,religious,compromise,newsroom,newsroom,earnings,jury,bin,tornado,hurricane,chantix,celebrex
21,13,2,10,0,2,voting,egypt,haiti,passengers,bin,laden,21,8,8,flooding,12,7,liberal,tornado,border,terrorist,fbi,12,8,3,2,11,gold,ship,olympics,jury,bomb,hurricane,spiriva,immigration,1,island,sarah,5,0,5,egypt,spiriva,olympics,bomb,gold,flood,qaeda,zimmerman,martin,abc,earthquake,voter,palin
20,12,7,23,20,1,syria,israel,veterans,guns,spill,advair,10,29,8,drugs,29,0,allegations,chantix,pope,guns,veterans,5,5,1,4,9,celebrex,pope,copd,tiger,sandy,arthritis,mental,background,0,bleeding,russia,0,0,3,allegations,crew,tiger,sandy,drugs,cialis,crew,cbs,gulf,background,mental,egypt,regime
25,1,8,9,18,0,boston,baltimore,aarp,supplement,nfl,enforcement,24,15,21,nbc,21,4,beltway,calories,art,newt,gingrich,5,17,7,10,5,fiber,jon,olympic,bowl,gerri,mortgage,iowa,rick,2,delicious,cloudy,2,0,0,boston,art,enforcement,gerri,mortgage,wedding,santorum,olympics,tiger,jenna,martha,avenue,metro
9,28,12,4,19,1,compromise,ryan,tha,thh,russia,israel,5,15,9,film,2,1,boehner,kennedy,delicious,calories,nbc,11,19,9,3,13,character,thi,regime,syria,mutual,lincoln,wedding,fiber,3,tavis,fiscal,3,0,2,bin,prince,eating,mutual,systems,systems,prince,eating,egypt,melissa,tte,ceiling,bin
5,7,21,19,14,5,copd,cbs,libya,nuclear,fbi,border,13,25,7,rick,18,29,spill,thh,cymbalta,cnn,enbrel,0,1,17,8,15,melissa,pakistan,terrorist,immigration,taliban,thi,anderson,arrest,5,tha,nasa,4,3,3,nasa,arrest,asthma,voting,rick,tte,wolf,qaeda,asthma,korea,voting,advair,gulf
1,20,16,20,28,4,guns,jose,anthony,compromise,christmas,thanksgiving,2,26,4,pope,27,22,pope,background,metro,avenue,religion,7,2,7,1,3,mental,boehner,holiday,shopping,ceiling,guns,baltimore,beltway,1,veterans,veterans,3,2,2,jose,religion,movies,anthony,fed,fed,cloudy,movies,flu,ryan,fiscal,mental,background
6,15,15,10,24,3,testimony,commission,obamacare,lou,agencies,authority,1,24,19,hurricane,19,17,authority,tornado,climate,nbc,guest,9,1,14,0,1,island,healthcare,testimony,commission,irs,flooding,chinese,teachers,5,neil,melissa,4,4,1,melissa,nbc,wit,lanes,neil,flood,caller,supreme,wit,lanes,neil,supreme,agencies
10,27,6,28,22,4,protests,fog,supreme,gay,caller,british,27,26,4,fiscal,12,19,jose,compromise,flood,island,melissa,7,18,14,17,0,boehner,marriage,climate,teachers,cooler,goldman,hurricane,tornado,2,ceiling,santa,2,0,0,protests,melissa,british,cooler,goldman,ryan,flooding,chinese,guest,religion,religious,ktvu,oakland
25,10,26,5,25,3,hurricane,flooding,iowa,newt,investors,trading,22,7,4,cnn,27,6,tornado,cholesterol,iowa,climate,rick,18,16,7,2,3,wolf,santorum,movies,earnings,gingrich,anderson,newt,santorum,5,enbrel,fog,5,3,4,fog,climate,movies,muslims,cholesterol,cymbalta,gingrich,stocks,fed,rick,muslims,flood,island
5,7,29,25,17,4,copd,kitchen,score,irs,sexual,jackson,24,16,28,iowa,3,18,advair,gingrich,anderson,enbrel,jenna,2,1,13,2,4,santorum,giants,sandusky,allegations,baseball,newt,cymbalta,wolf,1,rick,spill,4,1,2,kitchen,jenna,recession,irs,holiday,holiday,cnn,abuse,recession,nbc,league,cbs,gulf
7,4,27,26,4,1,character,recognized,tiger,film,santa,bin,8,3,14,stains,11,18,tavis,investors,cbs,gulf,copd,1,19,17,6,4,trading,character,jose,ktvu,lincoln,earnings,spill,advair,1,stocks,lincoln,2,2,3,recognized,jenna,bin,tiger,stains,fed,jenna,fog,oakland,kennedy,tavis,film,kennedy
10,15,2,9,28,5,agencies,authority,fiscal,ceiling,martin,bin,15,28,5,fiber,23,17,testimony,delicious,island,flood,hurricane,16,18,15,18,15,nbc,ryan,zimmerman,jury,compromise,wedding,flooding,wild,5,limit,aleve,3,3,1,aleve,wild,blitzer,constitution,limit,calories,tornado,blitzer,laden,boehner,constitution,commission,supreme
17,7,15,23,17,2,gulf,skies,baseball,league,authority,supreme,0,20,27,cialis,1,1,spill,bleeding,league,nbc,giants,13,14,17,7,18,nra,planes,commission,livermore,score,chantix,southbound,baseball,1,arthritis,copd,0,5,5,skies,southbound,livermore,planes,nra,celebrex,score,agencies,testimony,giants,nbc,advair,cbs
20,7,0,14,4,2,spill,cbs,tavis,character,haiti,ship,11,4,16,korea,29,23,advair,taliban,pope,veterans,guns,19,3,8,5,5,libya,film,earthquake,abc,unanimous,pakistan,stomach,mental,3,lincoln,gulf,4,0,1,drugs,stomach,vaccine,unanimous,lincoln,nuclear,background,passengers,vaccine,kennedy,lincoln,copd,drugs
27,1,16,11,4,1,beltway,avenue,tavis,kennedy,soldiers,flu,27,21,14,fbi,27,1,baltimore,chair,oakland,santa,jose,14,2,11,3,14,gentleman,character,christmas,thanksgiving,film,yield,ktvu,fog,5,tempore,santa,1,3,3,santa,fios,soldiers,channel,fbi,amendment,fios,shopping,holiday,lincoln,channel,cloudy,metro
23,18,21,2,23,5,martha,recession,celebrex,chantix,chocolate,fbi,18,25,9,rick,28,14,jon,martin,chantix,bleeding,celebrex,12,1,11,13,11,zimmerman,cialis,qaeda,terrorist,murdoch,jury,cialis,soldiers,1,laden,supplement,1,0,3,recession,soldiers,chocolate,murdoch,rick,bin,arthritis,immigration,border,arthritis,bleeding,jenna,aarp
18,14,25,6,18,5,nuclear,korea,supplement,aarp,brooke,iowa,14,1,5,climate,11,26,taliban,teachers,aarp,jon,martha,11,9,18,4,3,caller,jenna,gingrich,newt,martha,lanes,jenna,trading,3,guest,pakistan,1,3,0,chair,trading,brooke,soldiers,lanes,chinese,supplement,rick,santorum,jon,soldiers,libya,chair
14,0,0,9,15,5,passengers,abc,sport,supreme,ship,haiti,8,3,28,nbc,18,19,earthquake,lysol,libya,korea,pakistan,11,13,9,7,4,wedding,authority,passengers,earthquake,commission,fiber,taliban,thi,4,delicious,haiti,4,2,4,guide,thi,wisconsin,sport,lysol,calories,nuclear,abc,wisconsin,testimony,agencies,guide,ship
19,18,13,8,15,5,supplement,jon,ice,supreme,voting,voter,16,9,6,tiger,3,17,martha,olympic,tte,thh,tha,5,17,6,4,0,nfl,testimony,palin,sarah,commission,olympics,thi,baseball,4,fruit,aarp,4,2,1,las,baseball,opportunities,ice,fruit,bowl,melissa,liberal,opportunities,authority,agencies,las,jenna
2,23,25,3,8,0,arthritis,panel,olympics,tha,gingrich,rick,19,2,26,verdict,15,10,cialis,gonna,tropical,laden,martin,1,10,9,6,8,kitchen,tiger,iowa,ceo,bowl,las,bin,jury,1,que,celebrex,0,1,3,panel,tropical,ceo,tha,verdict,color,zimmerman,santorum,newt,nfl,olympic,chantix,bleeding
